player_id,salary,team,season
/players/v/valanjo01.html,"$9,900,000",WAS,24-25
/players/c/coulibi01.html,"$6,945,240",WAS,24-25
/players/b/beysa01.html,"$6,440,678",WAS,24-25
/players/k/kispeco01.html,"$5,705,887",WAS,24-25
/players/d/davisjo06.html,"$5,291,160",WAS,24-25
/players/c/carrica01.html,"$4,454,880",WAS,24-25
/players/g/georgky01.html,"$2,825,520",WAS,24-25
/players/b/baldwpa01.html,"$2,448,840",WAS,24-25
/players/g/gillan01.html,"$2,237,691",WAS,24-25
/players/b/butleja02.html,$0,WAS,24-25
/players/v/vukcetr01.html,$0,WAS,24-25
/players/r/rolliry01.html,"$600,000",WAS,24-25
